"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"IDA only","IDX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1521450","1604700","1710210","1760790","1902790","2018620","2085053","2199565","2332525","2451804","2625927","2797877","2998573","3060649","3062415","3009628","3029004","3176843","3111826","3041845","3074121","3102499","3136181","3277823.24","3471423.14","3554519.11","3816809.32","3986283.78","4061335.28","4144329.72","4346264.56","4334433.52","4582154.03","4614605.39","4535218.38","4898528.41","4974376.25","5403109.66","5493164.38","6065141.16","6419612.34","6866656.6","7107031.05","7720359.47","8433531.08","8875498.48","9179015.95","9496877.69","9558923.54","10192514.62","10629340.53","10973584.34","11442537.82","11729310.85","12166595.01","12443104.62","12830478","13617015.91","13843184.25","14280720.66","14390215.76","",
"Isle of Man","IMN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1161400.01","961000","973900","1045800","1321600","1331300","1367200.01","1400400","1525600","1605000","1758500","1853000","1639100","1960700","2256991","2267192","2177096","2314702.99","2309709.01","2343292.01","2445337","2448342","2369320","2508598.5","2874519.1","2839347.6","3007532.89","2994385","3200962","3718189","3879722","4132494","4324546.01","4566914","4867135","5016546.99","5301687","5485270","5381977","5686963","5668958","5937726","5973298","6074846","6230871","6698487.99","7060154","7005055","7984490","7893598","8505837","8013716","9109122.41","9157940.43","9883495.43","10206040.51","10898848.01","11763989.11","12585959.76","13412384.79","14164000.02","",
"Not classified","INX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","42800","32100","29000","27600","31900","35700","39700","50200","53100","66500","78901","74106","92112","90814","89591","88423","95038","93876","104306","93244","150030","191240","212936","204166","240149","260791","261619","282460","292151","240639","275047","293259","307033","338662","355986","450925","400368","364899","402990","363241","363639","453468","381288","363734","368929","357231","294399","301472","279686.5","346095.68","394931.3","287721.27","341528.86","310148.03","337623.94","304020.53","297762.87","321762.94","288136.86","276357.34","246252.76","",
"Iran, Islamic Rep.","IRN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","20015","20015","20015","18015","18013","20014","21114","22515","24019","24016","26066","24369","19643","20260","69949","68317","72713","73545","72105","72453","52922","55805","106174","112033","117923","120626","154311","215620","235192","260383","269076","275730","327513","343887","333999","368297","381702","400267","400534","411997","424541","413692","401655","441837","474320","522328","575347","561316","562568","599924","663684","734895","833824.08","879160.96","940676.37","977331.92","1087920.81","1195413.61","1268595.92","1289783.39","1282381.46","",
"Iraq","IRQ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","9000","9000","9000","11300","19200","16800","14100","10200","19100","22002","32100","27200","32000","27700","24246","21832","28283","26101","26100","55228","53245","26219","24000","22500","21000","21441","20564","21250","26461","24555","24229","15235","22823","23941","29247","30808","33237","34702","30074","24606","22512","35300","28000","19200","26883","43949","73942","68842","53826","46977","39668","47831","76117","70913","85625","52099","60135","67034","62673","62338","57474.17","",
"Iceland","ISL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","629985","734064","847335","797444","989173","1217833","1260336","915201","617356","707209","748800","699881","741506","922000","954849","1001793","1015145","1393447","1579042","1661125","1524817","1449906","801799","855132","1551774","1695553","1668788","1644922","1772660","1518543","1524183","1058740","1585735","1729801","1574166","1627874","2078266","2229112","1703589","1758305","2003669","2008312","2153093","2014872","1764040","1694009","1356284","1425880","1311691","1169597","1086705","1170222.5","1474182.3","1387282","1103941.5","1344807.6","1100631","1219080.7","1298979","1094841.83","1075308.82","",
"Israel","ISR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","14671","15954","17385","18282","19512","20573","25426","24537","28927","23280","28216","32339","34831","32578","28394","30192","31155","31865","32807","30259","27982","27677","26307","23206","24444","27103","25146","28558","28248","26468","23567","20675","17671","18729","19045","21121","22782","23468","24856","24661","25916","26342","27299","24831","25643","26560","25937","24869","22725","21889","22507","23392","23566.4","24234.6","22208","21737","20502","20051","19073","18996","16716","",
"Italy","ITA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","216754","245206","223613","234953","327089","356354","372164","375547","366613","372627","417749","426440","439063","424389","468486","450191","471500","423787","451257.4","482593.4","504905.5","513736.09","536817.66","543955.48","580930.73","586603.23","564362.43","554302.68","570639.38","548778.3","530676.17","586520.15","566844.5","563862.4","575759.8","612607.1","557127.5","541368.6","517109.7","495190.35","520681.85","530738.7","456187.1","489584.8","407156.8","481027.1","491438.7","470605.45","386622.26","416951.5","388454.21","381980.41","339471.39","318794.51","332181.76","347531.51","353550.67","354014.39","351936.88","319875.3","264549.72","",
"Jamaica","JAM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","8500","11500","11900","10000","10000","9000","9000","9000","8500","8500","8500","9300","9500","9600","10100","10100","10130","10109","9797","9851","9250","8050","8200","8961","9965","10731","11275","11170","14652","16160","17054","18390","22340","26340","28717","28300","27755","23485","20956","21414","10052","18831","21042","15451","17966","18766","25722","22014","19005","21338","19342","19150","16034.05","19186.9","16080","17627","18254","20609","16961.63","14626.45","13792.47","",
"Jordan","JOR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","100","100","200","200","200","200","200","100","100","100","100","200","100","100","92","65","49","31","31","36","56","35","34","32","132","197","267","322","372","407","412","390","402","455","496","595","621","650","763","1025","1119","1060","1041","1131","981","1071","1057","1015","1040","1009","1027","1075","1206.53","1292.24","1546.15","1554.33","1721.14","1854.45","1994.86","2618.73","2638.95","",
"Japan","JPN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","6233547","6752627","6909629","6744572","6400607","6952402","7177695","7979807","8713293","8649447","9344607","9949029","10320775","10769824","10846007","10553605","10698190","10782475","10852291","10612564","11147813","11407458.43","11472056.12","11982781.46","12797866.63","12135056.78","12771375.46","12532750.05","12777784.68","11976764.23","11141468.93","10037199.06","9359007.29","8790829.26","8188003.91","7536569.42","7446856.11","7422090.62","6720585.49","6634957.01","6483310.14","6147400.2","5886827.35","6101859.31","5712155","5695057.16","5675394.8","5714496.97","5628024.52","5474058.78","5339477.64","4781923","4834856.6","4770079.39","4759020.26","4605597.44","4357267.34","4303904.33","4395930.75","4198331.61","4211427.53","",
"Kazakhstan","KAZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85006","89508","86978","82690","68503","59628","47594","50350","45955","33747","26106","37363","37433","23269","25446","26015","33494.2","37744","30301","34371","51473","38473","47051","35754","37677","35503","37547","41191.4","43212.54","44095.99","42936.41","52577.69","52609.76","",
"Kenya","KEN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","12980","13910","18760","20480","21130","23799","28270","27660","28517","32293","33940","28520","30170","29180","28741","27523","41324","43169","46605","51895","48035","58060","81913","98558","91334","106464","120468","131902","138952","147165","202778","199657","164103","184054","204747","194584.74","182042.35","161787.66","173307.58","206227.39","216310.91","165769.32","145962.33","121544","128332.07","148967","160278","136522","140561","139052","152801","203745","180693","187108","193659","184425","157590","135425","142173","145471","143810","",
"Kyrgyz Republic","KGZ","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1320","1447","1309","1199","843","350","294","392","330","253","247","119","110","324","245","75","27","46","57","121","100","143","379","454.5","387","420","804.93","1099.4","2019.7","2190","2577.7","2695","2570","",
"Cambodia","KHM","Total fisheries production (metric tons)","ER.FSH.PROD.MT","35000","45000","45000","40000","40000","45000","45000","50000","50000","52000","52200","77100","87100","84700","84700","84700","84704","84711","40925","30053","19706","51594","68715","68161","64424","70578","73651","82224","86896","82184","111427","117854","111228","108969","103254","112511","104310","114600","122000","284156","298798","445700","424432","390657","343332","428000","523510","493760","471000","515000","550094","632839","640695","729468","745310","753193","783650","815550","805650","821750","933260","",
"Kiribati","KIR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","5000","5000","6000","6000","6000","6000","7500","7500","7500","7500","8800","8900","9100","9200","9475","9650","9824","10053","10606","10838","12929","13502","13009","22485","19393","22859","30801","38226","25445","32211","31968","37379","33536","30568","32769","37386","43176","39522","43226","66050","46634","42562","40956","37625","34974","35574","34510","35287","28393.14","41224.16","47872","67200.02","85822.66","83702.66","123896","149488","174305","162711","197936.53","238694.39","212752.79","",
"St. Kitts and Nevis","KNA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","600","600","600","700","700","700","800","800","800","800","1000","1000","1000","1000","1000","1218","1684","1695","1790","1777","1935","1900","1930","1177","1115","995","901","924","800","713","623","453","300","250","357","339","687","418","967","934","971","1040","950","874","1112","1517","1180","1276","1343","2065","21755","31072","21888","17718","66143.2","100400.02","65769.93","84959.67","1046.37","654","648.54","",
"Korea, Rep.","KOR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","357201","424517","469200","532001","599811","639833","703234","759881","840723","879124","876609","1067559","1342357","1686127","2024288","2133667","2405159","2422883","2352830","2420659","2408361","2810258","2641382","2791459","2908151","3093816","3660725","3333418","3216014","3327347","3285474","2983447","3304093","3335883","3478501","3359594","3334151","3268001","2837464","2909329","2506078","2677017","2498788","2501632","2542602","2719486","3051622","3287437","3365700","3203623","3112233","3256528.59","3182945.63","3138753.22","3319374.46","3334490.13","3230567.39","3694266.23","3681843.7","3824685.79","3703318.49","",
"Kuwait","KWT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","3500","3500","3500","3500","4000","4000","4000","4500","4500","4500","4700","5700","5000","6100","5502","5934","4648","5913","6489","3065","3689","3714","6628","8722","9639","10118","7633","7704","10796","7653","4454","2034","7871","8466","7752","8706","8345","8031","8018","7662","7354","6041","5555","4426","5436","5222","6203","4721","4270.21","4980","6683","4357","3995","4610","4137","4121","5383.16","4173","3068.65","3473.84","3545","",
"Latin America & Caribbean (excluding high income)","LAC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4202523","5983665","7769207","7724073","10023359","8453357","9866973","11355649","11826963","10481902","13999356","12132908","6454787","4355719","6091075","5435278","6478759","5010953","6613125","6996652","6228071","6475277","7265678","4704700.9","7038801.2","8311828.42","9858441.58","8620489.58","10720242.82","10813756.8","10387515.71","10594120.49","10995561.35","12706881.38","15854607.67","13320268.58","14395894.26","12844685.86","8528213.33","12826004.63","15144451.4","12709962.5","13406238.88","10671009.05","14194565.43","14195454.51","12323612.54","12555622.43","13076497.15","12539438.91","9819266.03","13865731.36","10342008.42","11444421.77","9501367.47","10591682.86","9650926.89","10289199.66","13561979.24","11296687","12158163.18","",
"Lao PDR","LAO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","12000","12000","15000","15000","15000","15000","18000","18000","18000","18000","20000","20000","20000","20000","20000","22000","22000","22000","22000","24000","24000","24000","24000","26000","26000","26000","26000","28000","28000","28000","28000","29000","30000","30500","35000","40250","39000","40000","40858","60403","71316","81000","93156","94700","94700","86560","86925","91660","93500","105800.5","113000","129600","136001","142846","150597","158600","164000","168869","179208","187701","200021","",
"Lebanon","LBN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2100","1900","2000","2200","2000","2300","2500","1800","2500","3000","2300","2000","1800","2400","3100","2405","1710","1620","1740","1675","1740","1570","1520","1500","1500","1700","1875","1913","1813","1813","1510","1812","1861","2212","2437","4385","4485","3955","3920","3860","4066","3970","4760","4693","4661","4611","4624","4518","4575","4580","4580","4580","4480","4280","4125","4665","5318","4644","3729","3555.8","3728","",
"Liberia","LBR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4200","3700","4000","4000","4000","4500","5000","6000","6000","7000","8000","8200","8900","9300","10064","10046","10132","10190","10812","13484","11791","13004","13588","15286","14657","11486","16059","18734","16076","14805","6463","9620","8891","7782","7721","8829","8308","8491","10717","14702","11540","10510","11072","10494","13762","12192","8944","14548","7950","10770","11780","13511.05","14128.69","15220.98","14597.19","14189.22","13918.1","12194.1","14362.29","16384.03","31883.68","",
"Libya","LBY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","2013","1700","1500","1400","1600","2924","3324","4236","5560","6500","5500","5600","2549","2975","4769","4949","4059","2046","4355","4500","12752","13130","14706","10122","11979.78","15900.6","17947","18622","21690","22058","24804","26106","28908","31103","33518","34448","36024","36925","37959","43643","50009","47336","44053","41994","40190","37783","35040","32166","47760","52227.3","50116","30014","34664","35514","24643","25740","29929.39","31883.99","32154.06","32345","31637.35","",
"St. Lucia","LCA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","600","600","600","600","800","800","900","1000","1100","1100","1419","1519","1519","1627","1700","2000","2200","2500","2600","1024","969","891","921","910","946","1152","940","751","826","847","988","1056","1128","1404","1356","1354","1414","1419","1711","2037","2028","2189","1913","1690","1712","1605","1657.24","1742.39","1902.04","2078.36","1984.9","1832.8","1971.41","2035.94","2017.64","2056.57","2150.08","2118.96","2079.92","1964.82","1515.72","",
"Latin America & Caribbean","LCN","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4671288","6546433","8546793","8631844","11361562","9373065","11492835","12649795","13444275","11791033","15443847","13897489","7535031","5363577","7532043","6727042","8311159","6856131","9025037","10163367","9672756","10475908.79","11588375.04","9444387.05","12269463.27","14028048.24","16157282.48","14186814.61","16649987.48","18115420.41","16405819.89","17447597.03","18296594.89","19642292.32","24673354.69","22095017.06","22451014.41","20036990.45","13264877.02","19101388.73","20882593","18292905","19486974.58","16124873.05","21199523.93","20545871.06","18411255.54","18245236.53","18597833.44","17946866.79","14145810.59","18889069.03","15016776.34","15371240.2","13930083.99","14418948.17","13184531.23","14522087.42","17850450.47","15768306.66","16466310.56","",
"Least developed countries: UN classification","LDC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1688850","1754450","1876760","1879240","2110090","2118970","2246353","2302065","2456824","2641150","2725615","2773985","3207249","3212518","3132627","2806002","2741961","2895774","2828390","2778637","2799359","2858279","2868631","2989993.69","3154779.74","3198528","3382296.39","3504640.12","3625828.28","3714662.72","3869553.56","3853726.52","4027548.03","4135885.39","4089387.38","4418642.41","4385144.25","4825825.66","4919265.38","5423206.16","5887364.34","6355337.6","6667675.05","7130649.47","7747849.05","8143818.59","8481023.96","8937936.98","9065501.79","9713018.91","10165068.25","10520568.79","10983150.64","11355384.81","11757007.07","12019881.23","12442245.38","13212924.87","13252232.92","13649424.18","13688018.13","",
"Low income","LIC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","743426","791587","832456","886429","913010","987443","1063441","1110690","1201819","1253171","1236112","1297748","1410234","1514981","1599162","1643670","1705150","1782365","2142777","2117785","2089532","2303305","2365607","2143111.55","2409971.4","2409463.11","2637193.93","3095456.66","2881140","3050068","2517214","2446817","2686549","2735168","2351123","2344005","2302097.6","2026668","1986349.9","2062755.55","2143979","2184800.5","2240483.5","2460035.5","2645931.5","2687608.65","2657186.7","2700419.2","2719714.75","2891355.4","2952686.6","3057633.26","3156181.01","3275923.2","3408313.96","3363908.93","3464370.35","3728422.28","3796020.97","4048836.48","4017444.41","",
"Liechtenstein","LIE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","48103","59628","73471","71614","91125","74632","79973","82237","98302","95060","89241","74985","91877","96548","100489","109235","131663","136165","156107","164790","183447","201951","201239","205500","162502","177659","183998","187154","205574","220486","183923","211801","206463.08","232200.89","248716.67","237885.92","263818.31","274186.84","289689.86","314072.7","301169.6","271160","275253","323221.2","336857.4","220967","284255","313136","331362","344490.68","398245.14","433676.92","459691.05","492111","527716.99","505162","519265","505164.03","510529.99","506076.89","429161.7","",
"Lower middle income","LMC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","4837950.01","4891983","5184127","5401455","6148940","6297352","6806789.01","6885897","7226448","7617755","7941247","8328295","8856860","9334635","9393215","9133813","9219724","9717560.99","9899249.91","10089470.81","10426740.1","10849315.08","11128607.64","12091767.28","12565233.54","12943498.58","13711596.4","14149200.91","16019255.33","16904803.44","17564800.66","18007143.17","18455914.93","19114714.29","20073388.83","21218720.4","21748940.97","22720879.1","23148225.17","24621120.05","25742383.76","27157345.29","27806871.02","29242855.55","30990810.2","33165044.89","35029115.38","36968074.96","39618313.58","41407544.28","44857413.19","46822050.59","50841349.63","55534335.61","58703916.02","61038776.04","62789150.3","65561701.74","67062265.66","68148269.61","67900216.17","",
"Low & middle income","LMY","Total fisheries production (metric tons)","ER.FSH.PROD.MT","14330833.01","16460916","18774845","19354987","22778383","21814041","24093337.01","26336599","28033437","27233651","30528064","29729736","25276991","23966327","26265794","25638217","26877005","27114651.99","29329705.91","29380723.81","29064980.1","30142217.08","31929726.64","31034675.63","34695595.41","37501316.23","41613434.74","43592871.72","57196303.23","58936515.43","58712194.04","60463464.83","64769235.34","70427874.48","78004805.99","81978590.37","87516853.98","87257229.76","86095613.51","94079350.15","98965252.16","98498576.49","101903503.2","102921758.5","110839269.99","114845649.45","116902111.76","120801366.91","125041592.34","128867783.36","131759517.61","139416940.39","143560795.06","152066580.59","156111319.19","162054539.27","165662322.29","170883461.6","177141484.62","177973470.84","179960715.37","",
"Lesotho","LSO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","23","27","22","24","27","23","15","19","20","13","23","25","26","30","30","30","25","33","40","40","40","42","44","38","34","40","32","48","46","47","46","47","179","141","152.6","345.4","345.37","450.37","550.43","952.53","1053","1102","1853","2552.46","2602","2657","",
"Late-demographic dividend","LTE","Total fisheries production (metric tons)","ER.FSH.PROD.MT","6234918","6634258","7309113","7683484","8708464","8888441","10069284","9717701","10256590","10410264","10638335","11775683","12083871","12551163","13269843","13559986","14343542","15996108.5","17181596.9","17472623.8","17822340.1","18977107.29","19473528.04","20782774.72","23015853.73","24689131.66","27194786.61","28494016.54","39613554.04","41817375.8","39898728.57","41560764.26","44809971.78","47782705.32","53596055.65","59090043.91","62795572.45","62639228.16","62014833.66","66182857.02","67691063.01","68397118.81","71026298.61","72505057.88","76679817.34","78302242.19","80086625.62","81891997.27","83407357.03","86299811.43","87421135.35","89815699.82","93767860.81","96184076","99677234.84","101807273.37","104524103.19","107552686.27","109700468.83","111873709.7","113313831.58","",
"Lithuania","LTU","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","415287","416392","339080","472814","192366","120078","51036","59082","90051","45518","68094","74612","80984","152832","151896","159561","164685","141798","156772","190890","185768","176113.6","153041.99","141836.61","70551.96","95081.88","153902.8","89594.17","111337.74","93519.07","78763.68","106434.56","95560.82","",
"Luxembourg","LUX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","544138","541723","459833","412642","157388","142313","138665","149719","143024","106027","102756","125857","136728","128639","117983","115180","125936","151160","140954","156005","158518","163730.2","165367.8","154855.5","94978.54","116672.21","120222.28","82202.85","115066.09","118948.33","136297.62","111507.49","104201.45","",
"Macao SAR, China","MAC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","167700","176681","171949","180535","208582","225486","318584","273366","231491","233719","258205","234819","275077","399728","288734","230525","288995","265437","298157.1","290446.7","335425.6","395731","369537","459373","472826.1","478315.4","600561","499328.2","556448.4","527107.6","575362.3","604051","559470.1","632816.4","761150.2","858883.8","649713","793718.6","716198.1","749002.25","916713.2","1107504.9","971209.6","931316.6","932998.7","1041467","892911.6","893481.5","1006746.7","1176093.5","1144394.23","974656.99","1178164.88","1276496.7","1376286.05","1385067.61","1473464.52","1403400.81","1387814.9","1477511.76","1399150.69","",
"Monaco","MCO","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8606","8621","9472","5319","3059","2365","1330","1529","1093","1228","1148","824","1735","1737","2373","3466","5735","6356","6851","7526","7836","8226","8844","9050","9130","9130","11130","11296.05","12141.4","12213","12660","12730","12650","",
"Madagascar","MDG","Total fisheries production (metric tons)","ER.FSH.PROD.MT","29500","30500","32000","37400","46000","45300","56000","59100","64700","50063","53901","56745","57733","65916","71399","61983","60943","62471","61089","60525","57461","58061","59605","63644","67618","69309","84428","92594","101340","98039","103880","99381","107471","117049","120615","121339","120506","125929","119708","124249","128947","132864","140538","140937","145519","143944","151227","163521","135750","141819","140524","137614","128062.5","117146","111261","137445.21","168331","189946","142336.06","127882.41","124710.45","",
"Maldives","MDV","Total fisheries production (metric tons)","ER.FSH.PROD.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","472068","501475","526575","536026","590603","589026","694803","637425","609060","617133","669851","680227","749758","920861","933022","903757","981799","951178","951897.9","992379.8","1023493.1","1043939.08","1092548.64","1214932.24","1260833.88","1357043.99","1525108.55","1575664.05","1763705.65","1707817.32","1767427.06","1820059.55","1854591.81","1966156.32","2170522.47","2358998.68","2163856.21","2375460.51","2391624.7","2550593.48","2819765.93","3132787.99","3040429.97","3155717.72","3229671.97","3415872.61","3466123.94","3428657.22","3522151","3794791.09","3974906.97","3900881.35","4380883.71","4605768.15","4802079.19","4867929.51","5281104.05","5470318.6","5948659.13","6141910.34","6240497.95","",
"Mexico","MEX","Total fisheries production (metric tons)","ER.FSH.PROD.MT","196513","224915","220300","245600","250100","259700","291600","356700","366800","354400","385068","423585","458856","479714","443705","500013","541156","581249","831426","1025373","1285113","1640147","1435149","1076677.8","1138003.9","1256312.3","1357456.7","1465561.74","1394979.48","1520514.7","1447146.91","1453288.89","1246527.55","1192965.58","1262041.77","1406094.38","1531420.46","1572454.36","1234357.23","1287370.53","1403681.4","1521929.5","1554806.88","1470939.05","1393504.43","1458214.51","1522989.3","1615256.74","1746284.71","1776349.47","1654520","1708788.63","1724946.85","1737917.89","1723597.33","1691184.59","1745794.79","1880687.83","1946512.63","1832368.76","1790586.37","",
"Marshall Islands","MHL","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","100","150","150","160","160","200","200","220","320","400","395","380","300","329","488","388","375","2772","400","500","700","8261","36579","39857","38882","47884","57566","43957","61212","35026","46382.4","59800.53","93318.45","77090","80643","78727.61","89718.2","65229","70318","78365.47","101651.88","88212.27","",
"Middle income","MIC","Total fisheries production (metric tons)","ER.FSH.PROD.MT","13587407.01","15669329","17942389","18468558","21865373","20826598","23029896.01","25225909","26831618","25980480","29291952","28431988","23866757","22451346","24666632","23994547","25171855","25332286.99","27186928.91","27262938.81","26975448.1","27838912.08","29564119.64","28891564.08","32285624.01","35091853.12","38976240.81","40497415.06","54315163.23","55886447.43","56194980.04","58016647.83","62082686.34","67692706.48","75653682.99","79634585.37","85214756.38","85230561.76","84109263.61","92016594.6","96821273.16","96313775.99","99663019.7","100461723","108193338.49","112158040.8","114244925.06","118100947.71","122321877.59","125976427.96","128806831.01","136359307.13","140404614.05","148790657.39","152703005.23","158690630.34","162197951.94","167155039.32","173345463.65","173924634.36","175943270.96","",
"North Macedonia","MKD","Total fisheries production (metric tons)","ER.FSH.PROD.MT","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1094","916","940","1037","604","668","783","1305","1425","915","911","1026","1172","1114","735","1218","1453","1762","1727","1636","1555","1674","1496","1341","1108","1595.4","1499.3","2355","2106.79","",
"Mali","MLI","Total fisheries production (metric tons)","ER.FSH.PROD.MT","80000","80000","90000","90000","90000","90000","110000","100000","106000","108000","110000","90000","80000","85000","75000","75000","75000","75000","75000","83586","88228","75564","73451","61289","54711","54184","61012","55713","55875","71838","70548","68780","68507","64352","62950","133000","111970","99610","98060","98616","109900","100500","101008","101008","101008","101008","101000","100640","100821","101355","102083","110217","72216","101558.25","81953","94880","106680","110135","95713","116347","125376","",
"Malta","MLT","Total fisheries production (metric tons)","ER.FSH.PROD.MT","1219","1325","1322","1634","1420","1228","1312","1414","1228","1135","1212","1247","1247","1644","1546","1529","1571","1483","1079","1322","1078","942","1216","999","1226","2585","1168","1052","896","941","799","973","1079","1495","3269","5540","10751","2840","3130","3249","2820","2137","2201","2025","2006","2142","8497","9824","8122","7260","8717","4874.72","9640.11","11432.99","11011.6","13363.07","17218.19","17884.32","22023.22","16312.33","21932.67","",
"Myanmar","MMR","Total fisheries production (metric tons)","ER.FSH.PROD.MT","360080","360110","360140","360180","360230","360290","360350","381130","396620","414520","432400","442700","453300","463400","433840","485140","501560","518700","539690","564070","580010","594540","584410","587550","613691","648804","686523","685864","704547","733763","743818","735494","757498","791378","810825","823410","673788","863540","912618","1011124","1192112","1309146","1474460","1595870","1986960","2217470","2398440","2512410","2582074","2671896.4","2813941","2795076.4","2850600","2849781","2934805.83","2970100.03","3090034.28","3204303.26","3168575.06","3033272.79","2998582","",
"Middle East & North Africa (excluding high income)","MNA","Total fisheries production (metric tons)","ER.FSH.PROD.MT","355378","377196","388568","395210","450171","438325","532065","470574","438805","451418","477023","456541","500180","647139","620233","570463","652057","642247","663772.9","733672.8","788076.1","823275.08","859521.64","958297.24","1000339.88","1089847.99","1259917.55","1258550.05","1412698.65","1400398.32","1467270.06","1529456.55","1559588.81","1665617.32","1843723.47","2015834.68","1824133.21","2038599.51","2063176.7","2221265.48","2483844.93","2772155.99","2682814.97","2795951.72","2848264.57","3036479.61","3063613.94","3025434.82","3136444.79","3399593.84","3583349.78","3539012.21","3966054.48","4186560.56","4361920.49","4380072.44","4757137.59","4860425.53","5111632.31","5283307.07","5142671.53","",
